QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I23,NOME_CURSO,QE_I25,QE_I14
6,6,6,5,6,4,6,6,6,6,5,5,5,5,6,6,6,6,4,4,5,6,5,6,6,3,3,5,5,6,6,3,4,4,4,4,4,5,4,6,4,4,B,Filosofia (Licenciatura),E,A
6,6,6,5,6,5,6,6,6,6,6,6,6,5,5,6,5,5,5,5,5,5,6,5,6,5,2,3,5,5,6,4,4,4,5,5,5,5,5,5,4,3,D,Filosofia (Licenciatura),E,A
6,5,6,5,6,5,6,6,6,6,7,5,6,5,6,6,6,5,4,4,5,5,6,5,6,4,3,4,6,6,7,5,3,6,2,4,5,5,1,5,4,2,D,Filosofia (Licenciatura),E,A
6,5,6,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,5,5,5,5,6,5,5,5,1,5,4,4,6,4,4,4,4,4,3,2,6,1,6,B,Filosofia (Licenciatura),H,A
6,7,5,2,5,2,2,5,2,2,5,5,2,5,2,2,2,2,2,2,2,2,4,2,4,2,2,2,4,2,5,4,2,2,2,2,2,2,2,4,2,2,B,Ciências Sociais (Bacharelado),E,A
5,1,4,3,5,4,6,6,5,5,5,5,5,3,6,6,5,6,5,5,5,4,4,2,5,1,1,5,5,4,5,4,4,3,4,4,5,3,2,5,2,2,B,Ciências Sociais (Bacharelado),H,A
6,4,6,6,6,6,6,6,6,6,6,6,6,8,6,6,3,6,1,1,3,3,4,4,4,1,1,6,4,6,6,5,5,4,4,4,4,5,1,6,1,2,C,Ciências Sociais (Bacharelado),E,A
5,8,6,6,6,8,6,6,4,6,4,5,5,2,8,4,3,4,4,8,8,8,4,8,6,8,8,8,8,5,6,4,2,2,1,1,8,2,2,8,8,8,C,Ciências Sociais (Bacharelado),H,A
6,4,6,6,6,4,6,6,6,5,5,5,5,5,5,5,6,6,5,5,5,6,6,6,6,3,3,5,5,5,5,3,4,5,5,5,5,4,5,6,6,4,C,Ciências Sociais (Bacharelado),E,A
5,3,4,4,5,5,6,6,6,5,5,5,5,4,6,4,6,6,5,4,4,4,5,5,5,3,3,2,5,5,6,4,4,5,4,8,8,5,3,6,3,2,B,Ciências Sociais (Bacharelado),E,A
6,5,6,6,6,6,6,6,6,6,5,5,6,6,5,6,6,6,5,5,6,5,5,6,6,4,4,5,5,5,6,5,4,5,3,4,4,4,5,6,5,3,C,Ciências Sociais (Bacharelado),H,A
3,6,6,6,3,6,6,6,6,6,4,5,5,5,4,6,6,6,3,3,3,4,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,E,Matemática (Bacharelado),E,A
2,3,1,1,1,1,4,1,5,2,1,1,3,1,3,6,5,4,4,1,1,1,3,8,4,4,4,1,1,1,3,2,3,2,1,1,1,6,1,3,1,1,E,Matemática (Bacharelado),E,A
5,8,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,8,6,3,3,6,6,6,6,5,6,6,6,5,6,6,1,6,6,3,E,Matemática (Bacharelado),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,8,8,6,8,6,7,5,6,6,6,6,4,6,6,4,6,8,5,7,5,8,3,E,Matemática (Bacharelado),E,A
4,8,4,7,8,5,6,8,8,5,3,3,5,7,1,3,5,6,3,7,4,1,5,8,8,1,1,1,4,4,4,2,1,1,4,6,4,5,7,8,7,3,E,Física (Bacharelado),E,A
2,8,1,1,1,1,1,8,8,8,3,2,2,7,3,6,7,3,5,1,1,1,3,8,8,1,1,1,3,6,5,4,4,1,5,8,8,6,7,2,7,2,E,Física (Bacharelado),H,A
6,5,3,4,5,2,5,4,5,5,4,4,4,3,2,6,6,6,5,3,2,1,3,8,8,7,7,3,3,4,5,2,2,1,3,4,3,2,1,8,8,4,E,Física (Bacharelado),E,A
6,6,4,6,6,4,6,3,6,5,4,6,6,6,6,6,6,6,5,6,5,5,6,8,8,6,6,6,6,6,5,5,3,4,3,4,3,1,2,5,5,3,E,Física (Bacharelado),H,B
3,4,1,1,1,1,1,1,4,4,2,1,5,1,1,5,5,6,6,5,3,1,3,6,8,1,6,1,3,3,2,2,6,6,5,5,5,3,1,1,2,1,C,Física (Bacharelado),E,A
4,4,3,3,5,4,4,4,5,5,3,3,5,2,5,5,5,4,5,3,2,2,5,4,3,2,2,7,5,3,4,4,4,5,5,2,2,5,4,4,2,3,C,Engenharia,H,A
4,4,3,3,4,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,4,5,4,5,4,4,C,Engenharia,H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,5,4,5,5,6,6,6,4,4,4,6,6,6,6,6,6,6,5,6,6,6,6,5,5,B,Engenharia,A,A
5,4,5,5,4,6,5,5,5,4,3,3,3,3,3,5,4,3,4,2,3,3,4,8,8,2,2,1,3,3,4,5,4,5,5,4,4,4,2,3,2,3,B,Engenharia,C,A
6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,1,1,6,6,2,5,6,6,6,6,6,6,6,6,6,3,6,D,Engenharia,C,A
6,5,4,4,6,6,6,5,6,6,4,5,5,4,5,6,3,2,4,6,5,3,4,7,5,1,1,1,4,6,5,7,6,6,5,4,4,6,5,5,4,3,D,Engenharia,A,A
6,5,6,6,8,6,6,6,6,6,5,5,5,7,5,6,3,3,4,3,5,3,4,7,6,4,2,6,5,6,5,6,5,5,6,5,5,5,4,6,4,6,B,Engenharia,H,A
5,5,5,6,6,6,6,6,6,6,3,5,5,4,6,6,6,6,5,4,4,2,6,7,6,4,3,2,6,5,6,6,5,5,5,4,5,4,5,5,5,4,B,Engenharia,B,A
6,5,6,6,6,6,6,6,6,6,4,5,6,4,6,6,6,6,6,6,6,4,6,8,6,4,6,3,5,4,5,6,1,6,5,6,6,5,4,4,6,5,E,Engenharia,E,A
6,5,5,6,6,6,5,6,6,6,6,5,6,4,6,6,4,5,5,3,4,3,5,5,6,2,1,8,8,5,5,6,5,4,5,5,5,6,8,6,4,5,E,Engenharia,A,A
5,5,5,4,5,6,5,6,5,5,1,5,4,4,6,5,4,4,5,5,5,4,5,8,8,5,5,4,6,5,5,6,6,6,6,6,6,5,1,6,5,5,B,Engenharia,H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,B,Engenharia,A,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,B,Engenharia,H,A
1,2,2,1,1,6,5,5,5,5,1,2,4,3,4,4,4,4,2,2,3,2,2,7,5,2,2,3,4,1,3,1,2,5,5,4,4,4,2,4,3,3,C,Engenharia,H,A
4,4,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,6,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,C,Engenharia,H,A
6,3,3,5,4,6,5,5,5,5,6,5,3,5,4,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,4,5,5,6,6,6,6,1,B,Engenharia,G,A
4,5,4,4,4,4,3,3,2,4,3,3,4,1,3,5,4,4,4,3,4,3,5,3,5,1,2,5,5,4,5,5,5,5,5,4,5,4,7,5,3,1,E,Engenharia,H,A
5,4,4,3,4,5,5,4,5,5,4,5,6,3,4,5,4,4,4,3,4,4,5,7,7,3,1,4,6,4,5,6,6,6,6,4,6,5,2,5,4,3,C,Engenharia,E,A
5,5,5,5,5,6,4,4,6,5,4,5,5,3,5,5,5,5,5,7,5,4,4,4,6,7,7,7,7,5,5,5,5,5,5,4,4,5,5,5,4,4,C,Engenharia,F,A
4,5,5,4,5,6,5,5,4,4,5,5,5,4,4,5,5,5,5,4,5,3,4,4,5,4,4,3,4,4,4,5,4,5,4,5,4,5,3,8,8,4,E,Engenharia,A,A
6,7,5,5,5,5,5,6,6,6,4,4,5,3,5,6,5,5,6,5,5,3,4,7,7,2,2,4,5,6,5,6,5,6,6,5,5,4,2,4,4,3,E,Engenharia,H,A
4,3,4,3,5,5,5,5,5,4,2,3,3,2,4,3,4,5,3,3,1,1,2,7,7,1,1,2,2,1,2,4,4,5,5,4,5,5,5,4,4,4,B,Engenharia,A,A
5,5,6,5,4,5,5,8,5,5,2,3,3,2,2,6,4,5,5,3,4,2,3,1,3,4,3,2,4,3,3,3,3,5,5,4,4,4,4,3,4,4,C,Engenharia,A,A
6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,5,5,6,6,5,6,6,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,E,Engenharia,H,A
6,5,5,5,6,5,6,6,5,5,4,5,6,5,6,5,4,4,5,5,4,6,5,5,6,5,8,5,5,3,4,6,6,5,6,5,4,5,4,6,5,6,B,Engenharia,A,A
5,5,5,6,4,4,5,6,5,6,5,5,5,4,5,5,4,4,4,5,5,4,5,5,5,1,1,3,5,4,5,5,5,6,5,4,4,5,4,5,4,4,C,Engenharia,E,A
3,4,2,3,4,4,3,4,4,4,8,4,4,3,3,3,4,4,4,3,4,2,3,5,5,2,2,2,4,2,2,4,4,5,5,5,5,5,5,4,4,3,D,Engenharia,B,A
6,5,6,6,6,5,6,6,5,6,6,5,5,5,6,6,6,6,6,5,2,2,3,3,6,3,3,2,4,4,5,6,6,6,6,4,4,6,5,5,5,5,C,Engenharia,D,A
5,5,3,1,5,5,5,5,2,2,2,5,5,1,3,5,2,2,5,5,5,2,5,2,5,5,5,5,5,5,5,5,2,5,1,1,1,5,5,1,1,1,B,Engenharia,H,A
6,6,5,6,6,6,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,6,6,5,6,6,4,6,6,6,6,6,6,6,6,5,6,6,6,6,5,5,B,Engenharia,C,A
6,5,4,3,5,5,6,6,6,5,5,5,4,5,5,5,6,5,2,5,3,3,5,6,6,3,2,3,4,3,5,5,6,6,6,5,5,5,5,5,2,5,B,Engenharia,E,A
5,6,3,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,B,Engenharia,C,A
6,6,6,5,6,6,5,6,5,5,6,5,5,5,6,6,6,6,6,7,3,3,6,6,6,7,1,7,6,6,6,6,6,6,6,6,6,6,6,6,4,5,E,Engenharia,E,A
6,5,4,6,6,6,6,6,5,6,6,5,5,5,6,6,6,6,5,5,6,5,5,6,6,5,4,6,6,6,6,6,6,5,5,5,5,6,5,6,5,5,E,Engenharia,E,A
6,6,5,4,4,6,6,4,6,5,6,5,4,5,6,6,6,6,6,6,6,5,4,6,6,1,5,4,6,6,6,6,6,6,6,5,5,5,5,6,5,6,B,Engenharia,H,A
6,6,6,6,6,6,6,6,6,6,4,4,4,4,6,6,6,6,6,6,2,2,6,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,1,6,6,6,E,Engenharia,G,A
4,4,5,5,5,3,5,5,4,5,5,4,3,2,5,5,5,5,3,3,2,2,4,8,8,2,2,5,4,4,4,5,5,5,5,2,3,4,4,4,4,4,D,Engenharia,H,A
6,5,5,6,3,4,5,4,6,6,5,4,4,5,5,5,6,5,2,3,4,2,4,6,6,3,3,4,4,4,3,5,4,4,5,3,3,4,4,4,4,2,E,Engenharia,E,A
4,5,5,5,4,6,4,5,5,5,5,4,4,3,6,6,6,6,3,5,5,2,5,8,8,4,1,3,6,6,6,4,5,5,5,4,5,5,6,6,3,4,C,Engenharia,E,A
5,5,4,4,6,6,6,6,4,5,6,5,5,5,4,6,4,4,5,5,5,4,5,5,5,4,4,5,5,6,4,5,4,5,5,4,5,5,7,4,5,4,B,Engenharia,H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,D,Engenharia,E,A
6,6,5,6,6,6,6,6,6,6,5,6,5,5,6,6,5,5,4,5,4,4,4,6,6,4,4,4,5,6,5,6,6,6,5,5,6,6,6,6,5,4,C,Engenharia,H,A
6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,C,Engenharia,A,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,C,Engenharia,B,A
5,5,4,6,6,6,5,5,6,5,5,5,6,5,6,5,5,4,4,4,5,5,5,4,5,4,5,6,6,5,5,4,5,4,6,6,6,6,6,5,5,5,C,Engenharia,E,A
6,4,4,6,6,6,6,6,7,7,5,5,5,4,4,6,6,6,4,5,3,4,6,5,6,3,3,6,6,3,4,5,6,6,6,3,5,4,4,5,2,5,C,Engenharia de Produção,H,A
5,6,5,5,6,6,5,5,5,4,4,4,4,5,5,4,3,3,3,4,4,5,5,6,5,3,3,3,5,5,5,6,6,6,6,6,6,6,6,5,5,5,C,Engenharia de Produção,A,A
4,4,4,3,1,6,3,3,6,6,4,4,6,2,5,5,6,6,6,6,4,6,5,6,6,2,2,1,3,4,3,6,6,6,6,6,6,6,7,3,1,6,C,Engenharia de Produção,A,A
5,5,5,5,5,5,5,6,5,4,5,5,5,4,4,4,3,3,3,3,5,4,5,8,8,3,3,5,5,2,5,5,4,4,4,4,4,5,2,3,3,2,C,Engenharia de Produção,H,A
4,4,5,4,4,5,4,4,5,5,4,4,3,4,2,5,4,3,3,3,4,4,5,5,6,1,1,4,3,2,3,4,6,4,5,4,4,5,7,4,2,6,C,Engenharia de Produção,A,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
6,6,6,4,5,6,6,6,6,6,5,5,5,5,4,5,4,3,3,4,6,6,6,5,5,4,4,4,5,3,5,6,4,5,5,4,5,6,1,5,3,3,B,Engenharia de Produção,E,A
3,4,2,1,3,4,4,4,3,2,4,2,3,1,1,6,1,1,4,7,2,3,2,6,5,2,2,7,3,3,2,5,3,5,3,2,2,1,7,6,1,1,D,Engenharia de Produção,G,A
4,5,3,2,4,5,4,4,5,5,4,4,4,3,5,4,4,5,5,8,4,2,3,3,5,4,3,2,5,5,5,5,5,5,5,4,4,5,3,4,4,4,E,Engenharia de Produção,H,A
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D,Engenharia de Produção,E,A
6,4,5,5,6,4,4,6,5,4,4,4,5,2,2,6,4,2,4,2,5,4,5,6,5,2,2,4,3,3,5,4,1,4,5,3,4,5,3,4,5,3,C,Engenharia de Produção,E,A
5,5,6,5,3,6,4,3,5,5,4,4,4,4,4,4,3,3,3,2,4,4,5,7,4,2,2,3,4,4,4,4,4,5,5,4,3,3,2,3,3,4,E,Engenharia de Produção,A,A
5,6,4,3,5,6,5,3,5,4,3,3,5,5,2,3,2,3,6,3,4,3,1,5,6,1,1,5,2,2,4,6,3,6,4,2,5,5,1,2,1,5,C,Engenharia de Produção,E,A
5,5,6,6,6,6,6,6,6,6,5,6,6,3,6,6,6,5,5,5,4,4,6,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,B,Engenharia de Produção,C,A
5,4,4,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,D,Engenharia de Produção,E,A
4,5,4,3,4,5,5,3,5,3,4,4,3,3,5,5,5,3,4,3,5,4,4,5,5,6,6,2,4,6,4,5,5,6,6,5,5,5,5,4,5,5,C,Engenharia de Produção,E,A
6,5,6,6,6,6,6,6,4,6,3,3,6,5,5,5,4,6,4,5,6,2,5,7,7,2,2,3,5,5,6,4,4,5,5,2,4,6,6,5,3,5,B,Engenharia de Produção,H,A
5,3,4,6,5,6,5,5,6,5,5,5,6,5,5,6,4,3,5,2,4,3,5,8,8,8,8,6,6,4,5,6,6,6,6,5,5,5,5,5,5,5,D,Engenharia de Produção,A,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
5,4,6,4,5,5,5,5,5,5,3,4,3,4,5,5,3,3,3,5,4,1,3,4,4,4,3,3,4,5,4,5,5,4,4,4,3,4,2,5,3,2,C,Engenharia de Produção,A,A
4,4,4,6,5,6,6,5,6,6,3,4,5,4,4,4,5,2,6,5,4,5,3,8,5,1,6,1,1,5,6,4,4,5,5,4,4,5,1,3,5,3,C,Engenharia de Produção,G,B
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
3,2,2,3,2,4,4,3,5,4,2,2,3,2,2,3,1,1,3,2,3,3,3,8,8,1,1,3,5,3,4,5,4,4,5,5,5,5,2,3,2,5,D,Engenharia de Produção,E,A
4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,B,Engenharia de Produção,H,B
4,4,3,4,5,5,5,5,5,4,3,3,4,3,4,5,2,2,4,2,3,3,4,4,3,2,1,4,4,4,4,3,4,4,3,4,5,4,3,3,3,4,C,Engenharia de Produção,H,A
5,5,6,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,6,4,4,4,4,4,4,4,B,Engenharia de Produção,A,A
6,5,3,3,5,6,5,5,4,3,2,2,5,2,2,4,1,1,4,5,4,4,3,8,8,1,1,6,3,4,1,5,1,5,4,2,3,4,2,3,1,2,E,Engenharia de Produção,A,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
5,4,6,5,6,6,6,6,6,6,4,5,6,5,6,6,4,4,6,6,5,5,6,7,7,3,3,4,6,6,6,6,4,5,6,6,6,4,2,5,5,3,E,Engenharia de Produção,E,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
6,7,5,5,6,6,6,6,6,6,2,3,4,7,4,6,3,3,3,3,3,3,5,7,7,2,2,5,5,3,4,6,5,6,5,5,5,5,1,8,5,5,D,Engenharia de Produção,H,A
5,5,6,5,5,6,6,5,6,5,3,5,5,3,6,6,3,1,2,5,5,4,4,7,7,2,2,2,4,2,4,4,1,4,4,4,3,5,8,5,1,2,C,Engenharia de Produção,E,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engenharia de Produção,NA,NA
6,6,5,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,5,6,6,5,6,5,6,1,1,6,5,6,6,6,6,6,6,6,6,6,6,6,6,4,D,Ciências Sociais (Licenciatura),A,A
6,5,6,5,6,5,6,5,6,5,5,5,6,4,5,6,6,6,5,4,5,5,6,5,8,7,7,5,6,5,6,5,5,5,5,5,5,5,5,6,5,3,B,Ciências Sociais (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,5,5,5,B,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,3,6,6,6,6,7,7,6,6,6,6,7,6,6,7,7,3,7,6,6,6,B,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,4,6,6,6,6,6,4,1,2,6,2,6,5,5,3,6,5,6,5,3,6,1,1,B,Ciências Sociais (Licenciatura),H,A
7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,7,6,6,7,7,7,7,6,6,6,6,6,7,6,7,7,7,6,6,7,7,B,Ciências Sociais (Licenciatura),H,A
5,4,6,5,6,4,6,6,5,6,6,4,3,4,3,4,6,6,4,3,6,6,6,6,6,1,1,3,5,6,5,6,2,3,5,4,4,4,2,6,5,6,B,Ciências Sociais (Licenciatura),H,A
6,6,5,4,6,4,6,5,6,6,6,6,6,6,5,6,4,4,4,4,5,4,6,6,6,1,1,8,8,4,6,4,4,5,5,5,5,5,7,5,1,4,B,Ciências Sociais (Licenciatura),E,A
6,6,6,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,B,Ciências Sociais (Licenciatura),E,A
6,6,6,5,6,3,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,4,6,8,8,6,6,4,6,4,6,3,6,6,6,6,8,6,4,3,C,Ciências Sociais (Licenciatura),E,A
6,6,6,6,6,4,6,5,6,6,4,5,3,5,2,6,6,6,3,7,5,6,7,6,7,2,1,7,1,1,6,6,3,3,4,5,4,4,2,6,6,1,B,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,8,6,3,6,6,6,8,8,7,6,8,6,6,6,8,6,6,8,6,7,6,7,6,B,Ciências Sociais (Licenciatura),B,A
4,5,3,4,5,5,5,6,6,6,5,4,4,4,5,5,6,6,3,3,4,4,2,6,4,3,3,5,4,4,5,4,4,5,5,5,4,5,7,4,5,3,B,Ciências Sociais (Licenciatura),G,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ciências Sociais (Licenciatura),NA,NA
6,6,6,6,6,6,5,6,6,6,4,6,5,4,6,6,5,5,4,5,4,5,6,6,6,7,7,3,5,5,6,5,4,5,5,6,6,5,6,6,6,5,B,Ciências Sociais (Licenciatura),C,A
6,6,6,5,6,3,6,6,6,6,2,3,6,4,6,6,4,4,5,3,5,5,6,6,5,8,8,1,5,4,5,4,6,1,4,2,2,6,6,6,2,3,E,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,B,Ciências Sociais (Licenciatura),H,A
5,6,5,5,4,4,6,6,6,6,5,5,5,7,6,5,6,6,5,7,6,5,6,6,7,7,7,7,5,6,6,6,7,7,5,6,7,5,7,6,6,3,B,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,8,7,6,4,6,6,6,7,6,6,6,5,6,6,6,6,D,Ciências Sociais (Licenciatura),A,A
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,6,6,1,1,3,1,3,1,2,2,2,2,3,6,1,1,6,E,Ciências Sociais (Licenciatura),A,A
6,6,5,5,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,4,6,5,5,6,6,2,2,2,5,6,6,6,6,4,6,5,5,5,2,6,6,6,C,Ciências Sociais (Licenciatura),E,A
6,5,6,3,5,5,6,6,6,5,4,4,6,3,5,4,5,5,6,4,5,5,5,4,5,1,1,2,6,3,6,5,5,2,5,5,5,5,4,5,5,4,B,Ciências Sociais (Licenciatura),A,A
6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,7,4,7,4,4,6,7,1,1,4,4,6,6,6,2,6,6,6,3,3,6,2,2,C,Ciências Sociais (Licenciatura),G,A
6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,4,5,6,6,6,6,3,3,6,5,5,6,5,6,4,6,6,6,5,7,6,6,3,E,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,5,6,5,6,5,5,6,6,6,B,Ciências Sociais (Licenciatura),A,A
6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,5,6,5,5,6,5,4,6,6,2,D,Ciências Sociais (Licenciatura),A,A
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ciências Sociais (Licenciatura),NA,NA
6,6,6,5,6,4,5,5,5,6,6,5,5,5,6,6,6,6,5,4,5,5,5,4,5,2,2,5,5,5,5,6,5,5,6,6,5,5,5,6,4,4,D,Ciências Sociais (Licenciatura),H,A
5,5,6,5,6,5,6,6,5,5,4,6,6,4,5,6,5,5,4,7,5,6,5,6,5,7,7,4,6,5,5,5,6,5,5,5,5,4,4,6,5,5,E,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,7,7,6,6,6,6,6,4,6,6,6,6,4,4,6,5,1,C,Ciências Sociais (Licenciatura),B,A
3,4,5,6,6,6,6,6,6,6,5,3,3,3,1,3,7,7,7,7,4,4,7,6,6,7,7,7,3,7,4,7,7,7,7,7,4,5,7,6,7,5,B,Ciências Sociais (Licenciatura),H,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,5,C,Ciências Sociais (Licenciatura),E,A
6,5,5,6,5,5,6,5,6,5,4,4,4,4,5,4,5,4,5,3,4,3,3,5,6,2,1,3,5,5,5,5,5,4,5,8,8,3,3,6,5,2,B,Ciências Sociais (Licenciatura),E,A
5,5,6,6,6,5,6,6,6,5,6,5,5,5,4,5,6,5,5,4,5,3,4,3,5,1,1,3,5,4,5,6,5,4,4,4,2,4,4,6,6,3,C,Ciências Sociais (Licenciatura),G,A
