QE_I27,QE_I28,QE_I29,QE_I30,QE_I31,QE_I32,QE_I33,QE_I34,QE_I35,QE_I36,QE_I37,QE_I38,QE_I39,QE_I40,QE_I41,QE_I42,QE_I43,QE_I44,QE_I45,QE_I46,QE_I47,QE_I48,QE_I49,QE_I50,QE_I51,QE_I52,QE_I53,QE_I54,QE_I55,QE_I56,QE_I57,QE_I58,QE_I59,QE_I60,QE_I61,QE_I62,QE_I63,QE_I64,QE_I65,QE_I66,QE_I67,QE_I68,QE_I23,NOME_CURSO,QE_I25,QE_I14
6,6,5,5,6,6,6,6,6,6,5,5,6,4,6,6,6,6,6,6,6,4,6,6,6,7,7,6,6,6,6,5,5,6,6,6,6,5,7,6,6,6,C,Engenharia Florestal,E,A
6,6,6,4,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,7,7,4,6,4,5,6,4,6,5,5,5,4,4,6,4,6,B,Engenharia Florestal,A,A
6,5,6,6,6,4,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,4,6,6,4,5,5,6,4,6,D,Engenharia Florestal,E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,E,Engenharia de Produção,A,A
6,6,5,3,4,6,6,4,3,3,3,4,4,7,3,5,3,3,3,7,2,1,4,4,5,1,1,7,4,5,5,4,3,4,2,1,1,3,1,8,8,2,C,Engenharia de Produção,G,A
6,5,5,5,6,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,4,5,5,5,6,2,5,2,5,6,5,6,6,6,6,5,5,5,5,6,5,6,D,Engenharia de Produção,E,A
3,4,4,2,2,5,5,4,4,5,4,4,4,3,5,6,4,2,2,1,2,1,3,7,5,2,5,3,4,5,5,5,4,5,4,3,1,5,2,7,2,2,D,Engenharia de Produção,B,A
4,4,5,4,5,5,5,6,4,4,4,5,3,5,6,5,5,4,4,7,3,3,4,7,7,4,7,3,3,4,6,4,2,3,3,2,2,3,7,3,3,3,C,Engenharia de Produção,E,A
5,5,5,6,6,6,6,5,5,5,5,6,6,5,6,6,6,5,4,6,5,5,6,7,7,6,6,5,5,6,6,6,5,6,5,7,5,5,4,6,5,5,E,Engenharia de Produção,E,A
5,5,5,3,5,5,5,4,5,4,3,5,4,4,3,5,3,3,3,3,3,3,3,6,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,1,3,D,Engenharia de Produção,C,A
5,5,4,5,5,6,6,6,6,6,4,4,4,4,6,6,4,4,5,3,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,4,4,4,4,4,C,Engenharia de Produção,E,A
5,4,3,3,5,6,5,6,5,5,5,5,4,4,2,6,1,1,2,2,2,2,2,4,7,2,2,2,4,4,4,4,4,4,4,5,5,4,1,8,8,6,C,Engenharia de Produção,C,A
4,3,4,2,4,5,4,4,4,4,5,3,3,3,5,5,3,2,3,2,3,1,4,6,6,6,6,2,3,5,4,2,3,4,3,4,2,3,3,4,1,3,C,Engenharia de Produção,E,B
5,4,3,5,5,6,5,3,6,5,3,4,4,3,2,4,3,3,3,2,2,3,5,3,5,2,2,1,4,4,4,4,5,5,4,4,3,4,3,2,2,2,B,Engenharia de Produção,A,A
6,6,4,4,6,6,6,6,6,5,5,5,5,4,5,6,6,5,6,7,4,4,5,7,7,5,5,7,5,5,4,5,5,6,5,5,5,4,8,6,8,5,B,Engenharia de Produção,E,A
2,2,2,1,3,2,1,1,2,4,5,2,5,3,2,4,2,3,2,8,2,2,1,5,5,2,2,3,2,4,2,2,1,3,2,1,1,1,2,2,2,2,E,Engenharia de Produção,A,A
6,5,5,4,5,6,6,4,5,4,5,5,5,3,4,6,4,4,2,3,4,4,5,7,6,5,5,5,5,5,5,6,5,5,4,5,5,5,1,4,4,3,E,Engenharia de Produção,E,A
3,1,3,2,4,5,4,4,3,4,3,3,3,3,4,4,2,2,2,2,1,1,2,5,4,2,2,5,5,5,5,3,2,4,3,3,3,2,1,2,1,1,C,Engenharia de Produção,A,A
5,4,3,5,4,5,5,5,3,5,3,4,4,1,4,6,4,2,5,3,2,1,4,7,7,2,2,5,5,3,4,5,4,5,4,5,1,1,1,2,2,1,C,Engenharia de Produção,E,A
8,6,5,4,5,6,6,8,5,5,5,5,6,5,6,6,2,2,3,2,3,5,6,6,2,3,3,7,5,5,5,4,4,4,5,6,4,5,1,5,4,5,D,Engenharia de Produção,A,A
6,5,5,4,5,6,5,5,6,5,4,4,4,3,6,5,3,4,2,3,4,3,4,8,8,2,2,3,5,5,4,5,5,4,3,4,3,5,4,5,5,3,B,Engenharia de Produção,A,A
5,5,5,5,6,6,5,5,5,6,4,5,5,5,5,6,4,4,5,4,5,5,5,6,5,5,5,3,4,5,5,6,6,6,6,6,4,5,5,6,4,5,E,Engenharia de Produção,E,A
5,5,4,4,5,6,5,5,5,4,3,3,5,3,6,5,4,3,2,1,4,4,4,8,8,1,2,1,1,6,4,5,3,5,2,1,1,4,1,5,1,1,B,Engenharia de Produção,E,A
4,5,6,5,6,6,6,4,6,6,4,4,4,4,5,6,4,5,6,4,4,4,4,5,6,6,6,5,4,5,5,3,4,5,6,3,5,4,1,6,3,2,B,Engenharia de Produção,E,B
5,5,4,4,3,3,3,4,3,3,3,3,4,4,5,5,4,4,2,3,2,2,5,5,5,2,2,3,5,3,5,3,2,4,4,4,4,5,1,5,2,5,D,Engenharia de Produção,A,A
5,5,5,4,5,5,5,5,5,6,3,4,4,4,4,4,3,4,4,3,3,3,4,5,4,2,3,3,4,3,4,5,3,4,3,3,3,5,2,4,2,4,E,Engenharia de Produção,A,A
6,5,4,4,5,6,4,5,5,4,5,5,6,4,4,5,4,4,3,3,4,3,4,7,7,3,3,3,6,6,6,6,5,5,5,5,5,5,4,5,4,5,E,Engenharia de Produção,A,A
5,5,5,4,5,6,5,4,5,4,4,4,5,5,5,6,6,4,4,4,5,4,4,6,5,6,6,3,5,5,5,5,3,5,5,5,5,5,1,4,3,5,D,Engenharia de Produção,A,A
4,5,2,5,5,6,4,5,6,6,5,5,4,6,6,6,3,3,2,3,5,5,5,6,8,2,3,1,3,5,5,3,3,4,2,2,4,4,3,5,3,4,C,Engenharia de Produção,C,B
5,7,4,4,4,2,5,5,5,5,1,3,3,2,2,6,3,4,6,5,2,2,4,7,7,1,4,4,4,4,4,4,5,5,4,6,5,5,5,4,4,3,E,Engenharia de Produção,E,A
5,5,4,3,5,5,5,5,5,5,3,5,5,3,5,4,2,2,2,2,3,3,3,8,5,3,3,2,3,4,4,4,4,5,2,2,2,2,3,2,3,2,C,Engenharia de Produção,E,A
4,4,4,5,6,6,5,4,5,6,4,5,6,5,4,6,5,5,4,5,3,3,5,7,7,5,5,2,4,5,5,5,4,5,3,4,4,6,7,5,3,3,C,Engenharia de Produção,E,A
4,4,7,5,5,4,7,4,5,4,4,7,5,5,5,4,4,4,5,8,4,5,5,6,8,5,5,7,4,4,4,4,7,5,4,7,4,5,4,5,7,3,B,Engenharia de Produção,E,C
5,5,4,4,5,6,5,5,6,5,5,5,5,4,6,4,5,4,5,3,5,3,5,8,6,5,4,4,4,6,5,5,4,6,5,5,4,4,7,5,2,3,B,Engenharia de Produção,H,A
4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,3,5,7,3,3,4,7,7,2,4,3,3,3,4,4,3,4,4,4,8,3,3,3,7,2,E,Engenharia de Produção,A,B
3,4,5,3,5,4,5,6,4,4,4,4,4,3,5,6,3,3,3,3,4,2,4,3,5,4,3,2,4,5,4,4,4,3,3,2,2,3,3,4,3,2,B,Engenharia de Produção,H,A
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,B,Engenharia de Produção,C,A
4,3,4,5,5,6,5,6,6,6,3,3,4,5,4,5,4,5,4,5,1,4,3,4,4,5,5,4,3,5,4,1,3,3,4,3,3,3,4,4,4,5,D,Engenharia de Produção,A,A
4,5,4,6,4,6,6,4,8,5,4,5,5,4,5,6,6,6,4,7,5,3,5,7,7,7,7,4,7,4,6,6,4,5,4,4,3,1,2,6,5,3,D,Engenharia de Produção,H,A
4,4,3,2,5,5,5,4,4,4,3,3,5,3,2,5,3,3,3,2,2,2,3,4,4,2,4,2,3,3,3,4,3,4,3,1,2,2,1,2,2,2,C,Engenharia de Produção,H,A
5,5,4,6,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,8,8,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,5,5,B,Engenharia de Produção,B,A
7,7,5,5,6,7,6,6,5,5,2,5,4,4,6,6,6,2,6,7,4,2,7,7,7,2,4,5,5,6,5,4,4,6,3,1,1,5,7,7,5,3,D,Engenharia de Produção,C,A
4,5,3,3,4,6,5,5,6,4,5,4,7,5,6,5,5,3,2,6,4,3,4,8,8,6,6,7,4,6,5,4,3,4,5,5,8,7,7,4,8,2,D,Engenharia de Produção,E,C
4,3,3,4,4,5,5,5,5,4,4,3,3,3,4,6,4,3,3,1,1,1,4,7,5,4,4,3,3,3,4,4,5,5,5,4,7,4,1,3,3,3,C,Engenharia de Produção,A,A
5,6,6,6,6,6,6,6,6,5,5,6,6,3,1,6,3,3,3,1,1,1,5,6,5,4,4,2,5,5,3,6,6,4,5,5,5,3,1,8,8,3,B,Engenharia de Produção,A,A
6,6,5,5,6,6,6,6,6,5,6,6,6,5,6,6,4,5,5,7,5,4,6,6,7,5,4,8,6,6,6,6,6,6,6,6,6,5,8,6,1,4,E,Engenharia de Produção,C,A
3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,C,Engenharia de Produção,A,B
3,4,4,1,3,2,3,4,3,1,4,4,2,2,5,6,4,2,5,1,1,3,3,8,4,5,5,1,1,5,3,2,1,2,1,2,1,5,1,1,4,2,E,Engenharia de Produção,H,A
5,5,4,3,4,5,6,5,5,5,2,3,6,2,2,5,2,2,3,3,2,1,4,3,4,3,3,2,3,3,5,4,5,4,2,1,1,3,1,4,2,2,E,Engenharia de Produção,A,A
6,6,5,5,6,5,5,5,4,5,4,5,6,5,6,6,3,4,5,5,4,4,6,7,7,2,3,4,6,6,6,6,5,6,5,5,5,5,5,6,5,5,D,Engenharia de Produção,C,A
5,3,4,3,4,4,5,5,6,5,4,4,5,4,4,5,4,4,4,4,3,2,3,7,7,7,7,2,5,5,4,4,3,4,4,2,3,5,6,5,5,1,C,Engenharia de Produção,A,A
3,3,3,3,5,6,5,4,3,4,2,3,4,4,5,6,5,4,2,4,2,1,1,6,6,1,5,7,4,5,3,5,5,3,4,3,1,4,1,3,2,3,D,Engenharia de Produção,E,A
5,4,2,3,4,4,5,5,5,4,2,3,4,3,3,6,5,5,3,4,4,3,3,6,5,5,5,8,4,4,4,5,2,5,1,8,8,3,5,5,5,4,C,Engenharia de Produção,A,A
4,5,2,3,5,5,3,3,4,4,3,5,6,3,4,5,4,4,3,3,2,1,5,6,5,5,5,4,2,4,6,5,4,5,4,1,1,5,3,2,6,4,C,Engenharia de Produção,C,A
6,5,5,4,5,6,6,6,6,6,5,4,5,5,5,5,2,3,4,1,4,1,4,6,2,1,2,3,4,3,5,4,5,4,4,4,3,5,6,6,5,4,D,Engenharia de Produção,A,A
6,5,4,4,6,6,6,5,6,5,5,5,6,5,6,6,5,4,5,4,4,4,5,5,6,4,4,6,5,5,5,5,5,4,5,4,5,4,5,5,4,4,C,Engenharia de Produção,A,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,B,Ciências Biológicas (Licenciatura),E,A
6,3,5,4,5,5,5,5,4,5,3,3,5,3,3,3,4,4,2,4,2,2,2,2,5,1,1,1,2,3,3,5,1,5,1,1,1,1,1,2,1,1,C,Ciências Biológicas (Licenciatura),A,A
5,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,5,6,5,6,4,4,6,5,5,6,6,5,6,4,5,5,5,6,6,4,5,D,Ciências Biológicas (Licenciatura),E,A
6,5,5,6,6,5,5,5,6,4,4,5,6,6,5,5,6,5,5,6,4,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,B,Ciências Biológicas (Licenciatura),E,A
4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,7,5,5,5,5,5,3,2,5,5,5,5,5,4,5,5,3,4,3,3,5,3,3,D,Ciências Biológicas (Licenciatura),E,A
5,5,5,3,5,5,6,6,6,3,4,4,6,1,3,6,3,3,4,4,4,4,6,2,8,7,7,7,4,1,5,5,2,4,4,4,5,5,7,1,1,3,C,Ciências Biológicas (Licenciatura),E,A
4,4,5,5,4,5,5,4,4,3,4,4,4,3,4,5,3,3,3,7,3,3,4,3,5,1,1,1,4,5,5,5,4,3,4,4,4,4,1,4,1,2,B,Ciências Biológicas (Licenciatura),E,A
5,6,4,6,5,4,6,6,6,6,6,5,4,5,5,6,4,3,4,1,4,2,5,4,6,1,1,1,6,6,5,6,6,5,6,5,6,4,1,6,5,4,B,Ciências Biológicas (Licenciatura),H,A
6,5,6,6,6,5,5,5,6,5,4,4,4,2,4,5,4,4,4,4,4,4,5,4,4,8,8,8,5,5,6,6,6,4,5,4,5,6,7,5,5,5,B,Ciências Biológicas (Licenciatura),E,A
5,5,6,6,6,6,6,6,5,6,6,5,6,5,6,6,6,6,6,5,5,5,6,5,6,5,5,5,6,6,6,6,5,6,6,5,5,5,5,6,5,6,D,Ciências Biológicas (Licenciatura),E,A
5,4,5,5,6,4,6,5,5,5,4,5,6,4,5,6,5,4,4,7,4,3,5,5,5,3,4,4,6,4,6,5,5,5,6,5,5,3,4,5,8,8,C,Ciências Biológicas (Licenciatura),E,A
6,6,4,4,4,6,5,5,6,5,5,5,5,3,5,6,6,6,5,2,4,4,5,3,6,2,2,5,7,5,6,5,5,5,6,5,5,5,1,4,1,1,D,Ciências Biológicas (Licenciatura),E,A
7,3,3,5,5,3,5,3,5,3,3,3,4,3,5,5,5,5,5,4,3,1,5,4,7,3,3,3,4,3,5,4,7,5,4,2,2,4,7,3,3,3,E,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,6,6,6,6,6,6,6,6,6,6,1,6,6,6,D,Ciências Biológicas (Licenciatura),E,A
6,5,4,6,6,5,4,3,3,5,4,4,5,2,4,6,5,2,4,3,4,3,3,3,5,2,2,2,4,5,5,5,3,5,3,4,4,3,1,4,2,3,D,Ciências Biológicas (Licenciatura),G,A
6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,7,5,5,6,6,6,5,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,E,Ciências Biológicas (Licenciatura),E,A
6,6,5,4,6,6,6,6,6,5,5,6,5,5,6,6,6,6,6,5,4,3,5,4,6,1,1,1,6,6,6,6,5,5,6,4,5,6,1,6,5,4,C,Ciências Biológicas (Licenciatura),H,A
5,5,4,3,4,5,5,5,5,6,4,3,4,3,3,5,4,4,3,2,4,3,5,4,6,1,1,1,3,3,3,5,2,5,5,4,4,3,3,4,1,2,C,Ciências Biológicas (Licenciatura),E,A
6,6,5,6,6,6,6,5,6,6,5,5,6,6,6,6,6,6,6,5,5,5,6,5,6,2,2,2,6,6,6,6,6,6,6,5,6,5,6,6,5,5,E,Ciências Biológicas (Licenciatura),A,A
6,6,6,5,6,6,6,5,5,6,5,5,6,1,6,6,6,6,5,1,4,5,5,5,7,1,1,1,5,6,5,6,5,6,4,5,4,4,6,5,3,4,B,Ciências Biológicas (Licenciatura),E,A
5,5,5,4,5,5,5,5,5,5,4,4,4,3,4,5,4,4,4,4,4,3,4,5,4,2,1,3,4,4,5,4,3,3,3,2,2,3,3,4,4,4,D,Ciências Biológicas (Licenciatura),H,A
5,5,4,5,5,6,4,5,4,5,5,4,6,4,6,6,6,6,6,5,6,4,5,6,5,2,1,1,6,5,6,6,6,6,5,6,6,5,8,6,2,5,C,Ciências Biológicas (Licenciatura),E,A
6,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,4,5,3,5,3,4,D,Ciências Biológicas (Licenciatura),H,A
6,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,6,6,5,5,5,4,5,6,5,3,3,4,5,4,5,3,4,4,5,4,4,5,4,5,4,5,B,Ciências Biológicas (Licenciatura),H,A
3,2,6,4,6,6,6,5,6,5,3,3,4,1,3,4,4,3,2,2,4,6,4,6,6,1,3,3,3,3,4,6,1,3,3,1,1,1,1,6,1,4,B,Ciências Biológicas (Licenciatura),C,A
6,6,6,5,5,5,5,5,6,4,4,4,5,4,4,5,6,6,4,7,4,1,3,5,4,7,7,5,4,4,5,5,7,5,4,2,2,4,4,4,3,3,B,Ciências Biológicas (Licenciatura),E,A
5,5,6,4,6,6,6,6,6,5,5,5,6,5,5,6,4,3,5,4,4,5,5,5,5,2,2,2,2,4,5,5,4,3,5,5,5,5,5,5,5,4,B,Ciências Biológicas (Licenciatura),C,A
6,6,5,6,6,6,5,5,6,6,6,5,6,6,5,6,5,5,5,4,5,4,4,6,6,7,5,6,5,5,5,6,6,6,6,4,6,6,8,6,2,4,C,Ciências Biológicas (Licenciatura),B,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,B,Ciências Biológicas (Licenciatura),E,A
6,6,5,6,6,6,5,6,6,5,5,5,5,5,6,6,5,5,5,7,5,5,5,6,6,4,4,4,5,4,5,6,5,6,6,5,5,5,5,6,4,4,C,Ciências Biológicas (Licenciatura),E,A
6,6,5,5,5,6,6,6,5,6,4,5,6,5,6,6,6,6,6,5,6,4,6,6,6,4,7,6,5,5,5,6,6,5,6,5,5,6,5,6,6,6,D,Ciências Biológicas (Licenciatura),E,A
4,3,6,4,6,5,5,5,4,5,3,4,6,5,6,6,5,4,4,7,4,2,7,6,3,1,1,7,3,6,6,6,5,6,6,1,3,4,7,6,3,2,B,Ciências Biológicas (Licenciatura),H,A
7,5,5,5,4,4,5,6,5,5,4,4,4,1,1,6,5,5,4,3,3,4,5,5,6,4,3,5,4,1,4,3,2,3,2,3,1,4,1,5,3,4,E,Ciências Biológicas (Licenciatura),E,A
6,5,4,4,6,6,5,6,6,5,6,6,5,5,6,5,4,4,5,5,4,5,5,5,6,5,4,5,6,5,6,6,6,5,5,4,4,5,7,6,4,5,B,Ciências Biológicas (Licenciatura),A,A
6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,6,3,2,3,5,1,2,3,4,4,5,3,E,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,4,4,5,3,5,6,6,3,1,5,6,6,6,6,6,5,6,5,6,6,5,6,6,6,D,Ciências Biológicas (Licenciatura),E,A
6,5,4,4,4,6,5,5,6,5,4,5,5,5,6,6,6,6,6,5,5,5,4,6,7,7,7,4,6,6,6,6,6,6,6,5,6,6,5,6,6,6,A,Ciências Biológicas (Licenciatura),H,A
6,6,6,3,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,7,6,6,6,6,6,7,7,4,5,6,6,6,6,6,6,1,5,6,8,6,6,6,D,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,5,6,6,6,6,6,5,5,6,5,6,6,6,5,6,5,6,5,5,5,6,3,2,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,B,Ciências Biológicas (Licenciatura),A,A
6,6,5,5,6,5,6,6,6,6,6,4,4,4,5,5,2,2,6,3,3,3,6,6,6,1,1,1,6,4,6,3,5,5,6,4,5,6,1,6,4,6,B,Ciências Biológicas (Licenciatura),H,A
6,6,6,4,6,6,6,6,6,6,6,6,6,5,6,6,6,6,4,4,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,3,6,6,7,6,6,6,C,Ciências Biológicas (Licenciatura),H,A
6,6,6,6,6,6,6,5,6,5,5,5,5,5,5,6,4,5,5,5,5,5,5,6,5,7,7,4,5,4,6,5,5,5,6,5,6,6,1,6,4,6,B,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,6,5,6,6,5,5,5,7,6,6,6,B,Ciências Biológicas (Licenciatura),E,A
4,5,4,4,3,4,4,4,5,4,3,3,4,2,5,5,2,2,4,1,3,3,5,4,3,2,2,2,4,3,4,5,4,3,6,3,3,4,2,3,7,5,B,Ciências Biológicas (Licenciatura),A,A
5,5,4,2,4,6,5,4,6,5,3,3,3,4,6,5,6,6,6,5,4,5,4,6,6,7,5,7,3,4,6,5,5,5,4,4,4,5,4,4,4,5,C,Ciências Biológicas (Licenciatura),G,A
6,5,4,5,6,6,6,6,5,6,6,6,6,4,6,6,6,6,6,4,5,5,5,6,6,4,2,4,5,5,6,5,5,6,6,4,4,6,4,6,6,6,D,Ciências Biológicas (Licenciatura),H,A
5,4,6,6,5,6,6,5,6,6,6,4,5,4,3,6,4,6,5,2,4,3,5,6,6,3,2,1,4,4,5,6,4,5,5,4,4,6,6,6,6,6,C,Ciências Biológicas (Licenciatura),E,A
5,6,5,5,6,6,6,6,6,6,5,5,6,5,6,6,4,4,5,5,5,5,6,6,7,7,7,4,5,6,6,6,5,6,4,1,2,6,7,6,6,5,B,Ciências Biológicas (Licenciatura),E,A
6,5,6,6,6,5,6,6,6,5,6,5,6,4,6,6,6,6,6,2,6,5,6,6,8,7,7,4,6,5,6,6,6,6,6,4,4,6,7,6,6,5,B,Ciências Biológicas (Licenciatura),A,A
5,5,5,5,5,6,5,5,5,5,6,3,6,6,4,6,6,6,5,6,6,4,5,5,5,5,8,6,6,4,6,5,5,5,5,5,5,5,8,5,3,6,D,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,C,Ciências Biológicas (Licenciatura),H,A
6,6,5,6,6,6,6,6,6,6,5,5,6,5,6,6,6,6,6,6,5,5,6,6,6,6,2,5,6,6,6,6,6,6,6,4,6,6,5,6,5,5,C,Ciências Biológicas (Licenciatura),E,A
5,5,6,6,6,5,5,6,6,5,6,5,6,4,6,6,6,6,6,7,5,4,5,6,6,5,5,3,6,6,6,5,5,5,6,4,5,6,7,5,5,6,C,Ciências Biológicas (Licenciatura),E,A
6,6,4,6,6,6,6,6,6,6,5,4,4,6,6,6,6,6,6,4,5,4,5,6,6,1,4,1,6,4,6,6,6,6,6,4,4,4,7,7,6,6,D,Ciências Biológicas (Licenciatura),E,A
4,4,5,4,4,4,4,3,6,5,4,4,5,5,5,6,6,1,4,1,5,5,6,6,6,1,1,2,5,4,5,5,6,6,7,6,5,5,1,6,6,6,E,Ciências Biológicas (Licenciatura),E,A
6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,7,6,6,6,5,6,6,5,6,6,5,6,6,6,6,6,6,D,Ciências Biológicas (Licenciatura),E,A
6,5,2,6,6,5,6,6,6,6,5,5,5,5,4,5,5,5,5,4,5,3,5,5,5,1,1,7,5,6,6,6,5,6,6,4,5,5,7,6,5,6,D,Ciências Biológicas (Licenciatura),E,A
4,2,4,2,3,1,6,3,5,2,1,2,7,1,1,5,7,4,6,1,2,1,7,6,5,1,1,7,3,3,5,6,2,3,6,4,5,6,1,4,5,6,B,Ciências Biológicas (Licenciatura),E,A
6,6,4,3,6,6,5,6,5,4,4,5,5,5,6,5,6,6,6,7,5,4,5,6,8,7,7,4,5,6,6,5,6,6,6,5,6,6,7,6,5,6,B,Ciências Biológicas (Licenciatura),A,A
1,1,1,1,1,1,2,3,1,1,1,7,3,7,1,1,7,7,7,7,7,1,1,1,3,7,7,3,3,1,1,1,1,1,1,1,1,1,7,7,7,1,B,Ciências Biológicas (Licenciatura),B,A
6,6,6,6,6,6,6,6,6,6,5,5,6,6,4,6,6,5,6,4,5,5,6,5,6,5,5,5,6,6,6,5,5,6,5,5,4,4,5,6,6,6,B,Ciências Biológicas (Licenciatura),E,A
6,4,4,4,5,5,5,4,5,4,5,3,5,4,5,3,6,6,5,1,5,4,5,5,5,1,2,2,5,6,5,5,6,5,5,3,4,6,1,4,5,5,B,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6,6,5,6,5,6,5,6,6,6,5,4,6,5,6,6,6,6,6,6,5,5,6,5,6,6,6,C,Ciências Biológicas (Licenciatura),C,A
5,4,3,4,5,5,5,5,5,4,4,3,3,3,3,5,3,4,4,3,4,3,4,5,5,2,2,2,5,3,6,5,4,4,5,3,4,5,2,5,5,5,D,Ciências Biológicas (Licenciatura),H,A
5,5,6,6,6,6,5,6,6,5,6,5,4,5,6,6,6,6,6,7,5,5,6,6,6,7,7,7,5,5,6,6,6,5,5,4,5,5,7,6,5,5,B,Ciências Biológicas (Licenciatura),H,A
4,3,3,5,2,2,4,3,4,3,3,3,6,2,6,4,1,2,2,3,3,3,5,6,8,1,1,4,4,5,5,5,4,6,5,6,6,6,7,5,6,4,C,Ciências Biológicas (Licenciatura),H,A
6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,5,5,5,6,6,6,6,5,6,6,5,6,6,5,6,6,6,B,Ciências Biológicas (Licenciatura),E,A
6,6,5,5,6,6,6,6,6,6,5,5,5,5,6,6,4,4,6,7,5,5,6,6,5,7,7,5,5,5,6,5,5,5,5,5,6,6,7,6,5,5,C,Ciências Biológicas (Licenciatura),A,A
5,6,6,6,6,6,6,5,6,5,5,5,5,5,4,5,6,5,6,6,5,6,4,6,6,7,7,7,6,6,4,6,6,6,6,4,4,6,2,3,7,6,C,Ciências Biológicas (Licenciatura),E,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,B,Ciências Biológicas (Licenciatura),E,A
6,4,6,6,6,6,6,6,5,6,5,5,6,6,4,6,3,3,3,2,5,3,5,6,5,1,1,1,5,5,6,5,5,4,6,3,5,6,3,5,5,6,D,Ciências Biológicas (Licenciatura),H,A
6,5,2,4,5,5,5,4,5,4,3,5,5,4,5,5,5,5,5,4,4,4,4,4,5,7,7,7,5,4,5,5,4,4,5,4,4,5,4,5,4,5,D,Ciências Biológicas (Licenciatura),A,A
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,D,Ciências Biológicas (Licenciatura),G,A
5,6,3,5,5,6,6,6,6,5,4,5,6,5,4,5,5,4,6,6,4,3,6,6,5,7,7,8,6,4,5,6,5,6,6,6,6,6,4,5,6,6,B,Ciências Biológicas (Licenciatura),H,A
5,5,6,6,6,5,6,6,6,6,4,4,5,4,6,6,4,3,5,5,5,4,5,4,4,7,7,4,5,4,5,4,5,3,5,4,5,5,5,5,5,5,B,Ciências Biológicas (Licenciatura),H,A
